ageGroup,region,relation,claimType,conditionGrouping,gender,planClassKey,industryKey,operatorTypeKey,currYearClaimCount,currYearTotalClaimCostAmount,prevYearClaimCount,prevYearTotalClaimCostAmount,prevYearTotalSettledClaimAmount,currYearTotalSettledClaimAmount
34-38,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,321,51420.34,290,51201.22,51794.22,52245.34
34-38,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,21,30990.83,16,34304.15,34312.15,31613.83
19-23,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,5,676,0,0,519,1114
24-28,REGION_GREATER_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,22,24828.52,5,6386.81,6610.81,25306.52
29-33,REGION_SOUTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,M,null,null,null,16,12291,40,19780,19944,12683
39-43,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,16,13594.62,23,21946.53,22219.53,14581.62
19-23,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,157,12768.65,87,9392.57,10275.57,13239.65
49-53,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,5,3240.25,2,546,1241,3650.25
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,416,42846.14,377,28694.18,29281.18,43754.14
29-33,REGION_NORTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,101,17792.24,34,7488.31,7898.31,18650.24
54-58,REGION_GREATER_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,25,2994.78,0,0,939,3166.78
59-63,REGION_SOUTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,8,3609.5,20,10646.18,11029.18,4304.5
19-23,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,66,10519,31,5061.17,5968.17,10675
29-33,REGION_SOUTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,10,3500.25,8,8356.5,8748.5,4491.25
0-18,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,248,23996.54,212,29200.8,29777.8,24837.54
59-63,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,21,2595.81,5,136.2,608.2,2856.81
34-38,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,5,1462.34,9,1442.94,1612.94,1924.34
39-43,REGION_NORTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,2,1449,2,1546,2095,1817
24-28,REGION_SCOTLAND,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,40,5227.55,25,6149.02,6829.02,5954.55
24-28,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_LENSES,F,null,null,null,5,1542.73,2,381.87,1026.87,2092.73
19-23,REGION_WALES,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,F,null,null,null,3,2000,0,0,258,2953
54-58,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,10,1033.38,5,1614.73,2271.73,1278.38
29-33,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,2,9264,3,2204,2631,9973
19-23,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,8,1634.71,9,943.08,1872.08,1635.71
44-48,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,1,1300,3,2686,3007,1962
24-28,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_LENSES,F,null,null,null,14,2215.75,8,1463.05,2006.05,2599.75
24-28,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,6,6560.5,9,7049.25,7250.25,6845.5
39-43,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,56,4934.79,37,3968.8,4719.8,5609.79
29-33,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_LENSES,M,null,null,null,1,2404,0,0,135,3291
39-43,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,14,29952.16,13,28110.87,28937.87,30206.16
39-43,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,5,1640,1,289,694,2114
34-38,REGION_NORTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,M,null,null,null,49,4270,22,640,1381,4686
59-63,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,0,0,3,871,1702,239
19-23,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,3,100,0,0,162,418
29-33,REGION_SCOTLAND,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,14,10409.92,6,3282.02,4007.02,10825.92
19-23,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,50,7258.68,4,271.5,531.5,7509.68
29-33,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,11,5774.39,15,9908.99,10497.99,6411.39
44-48,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,1,403,0,0,448,435
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,16,14397.54,14,10546.08,10633.08,14831.54
44-48,REGION_SOUTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,10,27746,4,9361,9765,28425
59-63,REGION_GREATER_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,0,0,2,1503.5,2137.5,161
34-38,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,F,null,null,null,12,11158,20,15913,16202,11220
29-33,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,17,4051.8,7,1032.78,1344.78,4353.8
19-23,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,2,1580,0,0,392,1994
49-53,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,6,3444,2,1354,2115,4134
49-53,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,2,461.5,4,286,1183,1329.5
19-23,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,1,1494.6,0,0,43,2280.6
34-38,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,40,3063.66,28,4568.07,5347.07,3072.66
29-33,REGION_NORTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,0,0,2,4203.48,5194.48,273
39-43,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,14,2056.85,4,601.16,708.16,2119.85
24-28,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,3,2322,0,0,840,2929
29-33,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,0,0,4,0,159,99
29-33,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,1395,130383.47,1266,117331.47,117924.47,131173.47
34-38,REGION_GREATER_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,44,9336.08,72,12137.86,12601.86,9974.08
34-38,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,26,18413.1,56,37279.16,37408.16,19339.1
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,2709,275802.56,1668,168109.33,168615.33,276219.56
34-38,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,2,2982.49,0,0,822,3614.49
19-23,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,10,10154,1,800,1689,10558
64+,REGION_SOUTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,2,376,2,394,902,379
59-63,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,3,294.42,6,1336.61,1581.61,1147.42
49-53,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,1,1350,3,3318.25,3689.25,2120
39-43,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,50,5642.62,38,7012.41,7761.41,6610.62
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,19,17944.6,16,10594,11478,18433.6
39-43,REGION_NORTHERN_IRELAND,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,21,1821.54,4,695,757,2256.54
44-48,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,9,1610.08,20,1785.34,2311.34,2365.08
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,5,2794,7,6481.31,7067.31,3067
39-43,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,M,null,null,null,72,10846.58,31,4630,4938,11670.58
54-58,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,2,1180,0,0,629,1295
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,F,null,null,null,18,13053.3,29,14158,14408,13270.3
0-18,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,22,3447,44,5946.5,6059.5,4186
54-58,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,F,null,null,null,2,400,1,655,1085,448
44-48,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_LENSES,M,null,null,null,2,131.71,0,0,124,594.71
34-38,REGION_NORTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,20,3389.33,11,1871.95,2293.95,3512.33
24-28,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,9,9468.82,9,16372.84,16875.84,9830.82
24-28,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,14,1543,3,608.88,615.88,2008
34-38,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,M,null,null,null,2,240,4,360,856,409
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,50,69176.17,26,29817.21,30621.21,69652.17
24-28,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,0,0,1,100,193,417
34-38,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,F,null,null,null,42,29534,18,9250.5,9927.5,29862
49-53,REGION_NORTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,M,null,null,null,1,0,2,0,959,842
54-58,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,3,6686.48,0,0,25,6729.48
0-18,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,6,4503.5,4,2401.8,2926.8,5195.5
0-18,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,201,22511.7,308,30218.17,31086.17,22881.7
44-48,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,1,167,0,0,22,1103
54-58,REGION_WALES,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,7,0,12,1432.98,2284.98,442
34-38,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,13,3230.38,17,3588.91,4182.91,4223.38
29-33,REGION_WALES,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,2,688,0,0,292,1238
34-38,REGION_WALES,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,12,1475.23,5,551,731,2233.23
0-18,REGION_WEST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,M,null,null,null,2,260,33,3777.5,4732.5,711
24-28,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,8,1183.67,9,1087,1380,1987.67
29-33,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,M,null,null,null,15,925,3,150,1056,1133
34-38,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,17,62766.31,15,27414.23,27723.23,63546.31
49-53,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,32,2835.2,21,1542.08,2542.08,3390.2
59-63,REGION_SOUTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,10,1539,7,575,653,1880
34-38,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,0,0,3,2730.9,3578.9,686
24-28,REGION_WALES,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,M,null,null,null,0,0,2,770,1256,766
39-43,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,1,311,0,0,674,1047
34-38,REGION_SOUTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,9,-2376,0,0,815,-1771
49-53,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,M,null,null,null,0,0,2,4638.5,5114.5,782
19-23,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,7,2097.22,2,452,699,2829.22
29-33,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,10,3409.86,10,8876.49,9203.49,3895.86
19-23,REGION_SCOTLAND,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,M,null,null,null,11,1254,13,905,956,1341
49-53,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,7,881.55,22,3748.86,4591.86,1494.55
24-28,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_LENSES,F,null,null,null,18,4649,3,1915.61,2456.61,5014
19-23,REGION_SCOTLAND,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_LENSES,F,null,null,null,2,600,0,0,69,1213
44-48,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,34,9258.53,51,7742.61,8420.61,9718.53
49-53,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,51,41617.02,0,0,646,42459.02
19-23,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,3,2428,0,0,501,3110
49-53,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,0,0,8,3264.97,3367.97,268
59-63,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,19,1392.15,38,1392,2105,1928.15
44-48,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,5,3675.86,4,3007.79,3434.79,3736.86
29-33,REGION_CENTRAL_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_LENSES,F,null,null,null,43,6558.97,17,5067,6019,6860.97
44-48,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,8,15275.99,8,9312.28,10124.28,16249.99
44-48,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,3,9589,9,23477.8,23833.8,10188
29-33,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_HOSPITALIZATION,F,null,null,null,10,6662,7,8770,8939,7573
29-33,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_OTHER,F,null,null,null,19,16346.25,20,13807.34,14315.34,17225.25
44-48,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,5,790,16,2453.22,2839.22,1375
39-43,REGION_SCOTLAND,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,11,1685.42,6,830,1197,2284.42
29-33,REGION_NORTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,4,1817,4,1099,1968,2723
34-38,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,8,6249.74,12,24883.44,24961.44,6312.74
34-38,REGION_GREATER_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,2,2320.98,3,2014,2561,2323.98
34-38,REGION_NORTHERN_IRELAND,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,70,7755.08,24,2922.91,3385.91,7968.08
44-48,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,F,null,null,null,24,14291.5,20,16040.5,16671.5,15104.5
19-23,REGION_EAST_MIDLANDS,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,16,3490,0,0,513,3821
39-43,REGION_GREATER_LONDON,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,130,13825.69,115,10590.58,10778.58,14604.69
44-48,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,6,5521.5,3,2785,3176,5892.5
0-18,REGION_SOUTH_EAST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,F,null,null,null,415,50560.71,359,40105.15,40795.15,51464.71
44-48,REGION_NORTH_WEST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DENTAL,M,null,null,null,8,7353,15,10067,10833,7709
49-53,REGION_CENTRAL_LONDON,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_OTHER,M,null,null,null,14,4011.29,30,6174.89,7161.89,4992.29
19-23,REGION_NORTH_WEST,RELATION_DEPENDANT,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_SPEC/ACC_CHECK_UP,M,null,null,null,50,3641.45,61,5122.63,5978.63,4604.45
44-48,REGION_WALES,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,6,870,0,0,27,1009
59-63,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,M,null,null,null,2,1565,2,1400,2047,2469
29-33,REGION_EAST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_DAILY_HOSPITALIZATION,F,null,null,null,8,4406.5,10,5212,5651,4778.5
54-58,REGION_SOUTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_DAYCASE,CONDITION_GROUPING_OTHER,M,null,null,null,5,5207.5,13,5598,6474,5376.5
24-28,REGION_NORTH_EAST,RELATION_EMPLOYEE,CLAIM_TYPE_IN_PATIENT,CONDITION_GROUPING_SPECIAL/ACCER,F,null,null,null,1,450,0,0,547,549
59-63,REGION_WEST_MIDLANDS,RELATION_EMPLOYEE,CLAIM_TYPE_OUT_PATIENT,CONDITION_GROUPING_DENTAL,F,null,null,null,8,633.3,5,882.16,1265.16,715.3
